split=0.9, train_len=54000, eval_len=6000, epoch=3, train_accuracy=0.9967962962962963, eval_accuracy=0.969
split=0.1, train_len=6000, eval_len=54000, epoch=0, train_accuracy=0.8435, eval_accuracy=0.9025555555555556
split=0.1, train_len=6000, eval_len=54000, epoch=1, train_accuracy=0.9651666666666666, eval_accuracy=0.9167592592592593
split=0.1, train_len=6000, eval_len=54000, epoch=2, train_accuracy=0.9893333333333333, eval_accuracy=0.9206851851851852
split=0.1, train_len=6000, eval_len=54000, epoch=3, train_accuracy=0.9968333333333333, eval_accuracy=0.9224444444444444
split=0.2, train_len=12000, eval_len=48000, epoch=0, train_accuracy=0.8876666666666667, eval_accuracy=0.9240833333333334
split=0.2, train_len=12000, eval_len=48000, epoch=1, train_accuracy=0.9709166666666667, eval_accuracy=0.9333541666666667
split=0.2, train_len=12000, eval_len=48000, epoch=2, train_accuracy=0.9905, eval_accuracy=0.9355833333333333
split=0.2, train_len=12000, eval_len=48000, epoch=3, train_accuracy=0.9976666666666667, eval_accuracy=0.936875
split=0.5, train_len=30000, eval_len=30000, epoch=0, train_accuracy=0.9162, eval_accuracy=0.9457666666666666
split=0.5, train_len=30000, eval_len=30000, epoch=1, train_accuracy=0.9763, eval_accuracy=0.9508
split=0.5, train_len=30000, eval_len=30000, epoch=2, train_accuracy=0.9916333333333334, eval_accuracy=0.9518666666666666
split=0.5, train_len=30000, eval_len=30000, epoch=3, train_accuracy=0.9973333333333333, eval_accuracy=0.9529
split=0.8, train_len=48000, eval_len=12000, epoch=0, train_accuracy=0.92825, eval_accuracy=0.957
split=0.8, train_len=48000, eval_len=12000, epoch=1, train_accuracy=0.9768125, eval_accuracy=0.9615
split=0.8, train_len=48000, eval_len=12000, epoch=2, train_accuracy=0.9914791666666667, eval_accuracy=0.9613333333333334
split=0.8, train_len=48000, eval_len=12000, epoch=3, train_accuracy=0.9967291666666667, eval_accuracy=0.961
split=0.9, train_len=54000, eval_len=6000, epoch=0, train_accuracy=0.9299259259259259, eval_accuracy=0.9648333333333333
split=0.9, train_len=54000, eval_len=6000, epoch=1, train_accuracy=0.9760740740740741, eval_accuracy=0.9686666666666667
split=0.9, train_len=54000, eval_len=6000, epoch=2, train_accuracy=0.9909259259259259, eval_accuracy=0.9701666666666666
split=0.9, train_len=54000, eval_len=6000, epoch=3, train_accuracy=0.9964814814814815, eval_accuracy=0.971
split=20, train_len=20, eval_len=59980, epoch=0, train_accuracy=0.0, eval_accuracy=0.2290430143381127
split=20, train_len=20, eval_len=59980, epoch=1, train_accuracy=1.0, eval_accuracy=0.31843947982660886
split=20, train_len=20, eval_len=59980, epoch=2, train_accuracy=1.0, eval_accuracy=0.35786928976325444
split=20, train_len=20, eval_len=59980, epoch=3, train_accuracy=1.0, eval_accuracy=0.3759086362120707
split=100, train_len=100, eval_len=59900, epoch=0, train_accuracy=0.31, eval_accuracy=0.5403005008347246
split=100, train_len=100, eval_len=59900, epoch=1, train_accuracy=1.0, eval_accuracy=0.5937228714524208
split=100, train_len=100, eval_len=59900, epoch=2, train_accuracy=1.0, eval_accuracy=0.6029382303839733
split=100, train_len=100, eval_len=59900, epoch=3, train_accuracy=1.0, eval_accuracy=0.6068614357262103
split=1000, train_len=1000, eval_len=59000, epoch=0, train_accuracy=0.68, eval_accuracy=0.7941864406779661
split=1000, train_len=1000, eval_len=59000, epoch=1, train_accuracy=0.962, eval_accuracy=0.8155423728813559
split=1000, train_len=1000, eval_len=59000, epoch=2, train_accuracy=0.983, eval_accuracy=0.8280847457627118
split=1000, train_len=1000, eval_len=59000, epoch=3, train_accuracy=0.996, eval_accuracy=0.8356949152542373
