split=0.1, train_len=6000, eval_len=54000, epoch=0, train_accuracy=0.775, eval_accuracy=0.8156111111111111
split=0.1, train_len=6000, eval_len=54000, epoch=1, train_accuracy=0.8838333333333334, eval_accuracy=0.8323888888888888
split=0.2, train_len=12000, eval_len=48000, epoch=0, train_accuracy=0.80175, eval_accuracy=0.8371041666666666
split=0.2, train_len=12000, eval_len=48000, epoch=1, train_accuracy=0.8895, eval_accuracy=0.8539583333333334
split=0.5, train_len=30000, eval_len=30000, epoch=0, train_accuracy=0.8301, eval_accuracy=0.8682666666666666
split=0.5, train_len=30000, eval_len=30000, epoch=1, train_accuracy=0.8964666666666666, eval_accuracy=0.8824
split=0.8, train_len=48000, eval_len=12000, epoch=0, train_accuracy=0.8471666666666666, eval_accuracy=0.8844166666666666
split=0.8, train_len=48000, eval_len=12000, epoch=1, train_accuracy=0.9033541666666667, eval_accuracy=0.8954166666666666
split=0.9, train_len=54000, eval_len=6000, epoch=0, train_accuracy=0.849925925925926, eval_accuracy=0.902
split=0.9, train_len=54000, eval_len=6000, epoch=1, train_accuracy=0.9045185185185185, eval_accuracy=0.9116666666666666
split=0.1, train_len=6000, eval_len=54000, epoch=0, train_accuracy=0.7703333333333333, eval_accuracy=0.815037037037037
split=0.1, train_len=6000, eval_len=54000, epoch=1, train_accuracy=0.884, eval_accuracy=0.8317777777777777
split=0.2, train_len=12000, eval_len=48000, epoch=0, train_accuracy=0.8021666666666667, eval_accuracy=0.8372083333333333
split=0.2, train_len=12000, eval_len=48000, epoch=1, train_accuracy=0.8875833333333333, eval_accuracy=0.8537083333333333
split=0.5, train_len=30000, eval_len=30000, epoch=0, train_accuracy=0.8296, eval_accuracy=0.8678333333333333
split=0.5, train_len=30000, eval_len=30000, epoch=1, train_accuracy=0.8964666666666666, eval_accuracy=0.8826333333333334
split=0.8, train_len=48000, eval_len=12000, epoch=0, train_accuracy=0.8454166666666667, eval_accuracy=0.8833333333333333
split=0.8, train_len=48000, eval_len=12000, epoch=1, train_accuracy=0.9031458333333333, eval_accuracy=0.8965833333333333
split=0.9, train_len=54000, eval_len=6000, epoch=0, train_accuracy=0.8491111111111111, eval_accuracy=0.8998333333333334
split=0.9, train_len=54000, eval_len=6000, epoch=1, train_accuracy=0.9047037037037037, eval_accuracy=0.911
