split=0.1, train_len=6000, eval_len=54000, epoch=0, train_accuracy=0.5528333333333333, eval_accuracy=0.6502037037037037
split=0.1, train_len=6000, eval_len=54000, epoch=1, train_accuracy=0.7056666666666667, eval_accuracy=0.6593333333333333
split=0.2, train_len=12000, eval_len=48000, epoch=0, train_accuracy=0.6093333333333333, eval_accuracy=0.6643958333333333
split=0.2, train_len=12000, eval_len=48000, epoch=1, train_accuracy=0.6956666666666667, eval_accuracy=0.6693125
split=0.5, train_len=30000, eval_len=30000, epoch=0, train_accuracy=0.6446, eval_accuracy=0.6758666666666666
split=0.5, train_len=30000, eval_len=30000, epoch=1, train_accuracy=0.6903, eval_accuracy=0.6865333333333333
split=0.8, train_len=48000, eval_len=12000, epoch=0, train_accuracy=0.6536041666666667, eval_accuracy=0.6915833333333333
split=0.8, train_len=48000, eval_len=12000, epoch=1, train_accuracy=0.69625, eval_accuracy=0.7078333333333333
split=0.9, train_len=54000, eval_len=6000, epoch=0, train_accuracy=0.6593518518518519, eval_accuracy=0.7071666666666667
split=0.9, train_len=54000, eval_len=6000, epoch=1, train_accuracy=0.697962962962963, eval_accuracy=0.7211666666666666
split=0.1, train_len=6000, eval_len=54000, epoch=0, train_accuracy=0.563, eval_accuracy=0.6456111111111111
split=0.1, train_len=6000, eval_len=54000, epoch=1, train_accuracy=0.7063333333333334, eval_accuracy=0.6557037037037037
split=0.1, train_len=6000, eval_len=54000, epoch=2, train_accuracy=0.7168333333333333, eval_accuracy=0.6593703703703704
split=0.1, train_len=6000, eval_len=54000, epoch=3, train_accuracy=0.7248333333333333, eval_accuracy=0.6622962962962963
split=0.8, train_len=48000, eval_len=12000, epoch=0, train_accuracy=0.6580416666666666, eval_accuracy=0.6925
split=0.8, train_len=48000, eval_len=12000, epoch=1, train_accuracy=0.6963958333333333, eval_accuracy=0.7076666666666667
split=0.8, train_len=48000, eval_len=12000, epoch=2, train_accuracy=0.7110416666666667, eval_accuracy=0.71375
split=0.8, train_len=48000, eval_len=12000, epoch=3, train_accuracy=0.7206666666666667, eval_accuracy=0.7215
