split=0.1, train_len=6000, eval_len=54000, epoch=0, train_accuracy=0.8208333333333333, eval_accuracy=0.8713333333333333
split=0.1, train_len=6000, eval_len=54000, epoch=1, train_accuracy=0.911, eval_accuracy=0.8884444444444445
split=0.2, train_len=12000, eval_len=48000, epoch=0, train_accuracy=0.8505, eval_accuracy=0.8912291666666666
split=0.2, train_len=12000, eval_len=48000, epoch=1, train_accuracy=0.9185, eval_accuracy=0.9041875
split=0.5, train_len=30000, eval_len=30000, epoch=0, train_accuracy=0.8820333333333333, eval_accuracy=0.9157333333333333
split=0.5, train_len=30000, eval_len=30000, epoch=1, train_accuracy=0.9273333333333333, eval_accuracy=0.9217
split=0.8, train_len=48000, eval_len=12000, epoch=0, train_accuracy=0.8947291666666667, eval_accuracy=0.9245
split=0.8, train_len=48000, eval_len=12000, epoch=1, train_accuracy=0.9310833333333334, eval_accuracy=0.93
split=0.9, train_len=54000, eval_len=6000, epoch=0, train_accuracy=0.8969444444444444, eval_accuracy=0.9346666666666666
split=0.9, train_len=54000, eval_len=6000, epoch=1, train_accuracy=0.931962962962963, eval_accuracy=0.9411666666666667
split=0.1, train_len=6000, eval_len=54000, epoch=0, train_accuracy=0.8238333333333333, eval_accuracy=0.8721111111111111
split=0.1, train_len=6000, eval_len=54000, epoch=1, train_accuracy=0.9083333333333333, eval_accuracy=0.889425925925926
split=0.1, train_len=6000, eval_len=54000, epoch=2, train_accuracy=0.9285, eval_accuracy=0.8971666666666667
split=0.1, train_len=6000, eval_len=54000, epoch=3, train_accuracy=0.9426666666666667, eval_accuracy=0.9008518518518519
split=0.8, train_len=48000, eval_len=12000, epoch=0, train_accuracy=0.8949583333333333, eval_accuracy=0.9248333333333333
split=0.8, train_len=48000, eval_len=12000, epoch=1, train_accuracy=0.9320833333333334, eval_accuracy=0.9290833333333334
split=0.8, train_len=48000, eval_len=12000, epoch=2, train_accuracy=0.9402291666666667, eval_accuracy=0.9325
split=0.8, train_len=48000, eval_len=12000, epoch=3, train_accuracy=0.9470208333333333, eval_accuracy=0.9333333333333333
