split=0.1, train_len=6000, eval_len=54000, epoch=0, train_accuracy=0.2375, eval_accuracy=0.36288888888888887
split=0.1, train_len=6000, eval_len=54000, epoch=1, train_accuracy=0.4706666666666667, eval_accuracy=0.5228148148148148
split=0.1, train_len=6000, eval_len=54000, epoch=2, train_accuracy=0.5658333333333333, eval_accuracy=0.562962962962963
split=0.1, train_len=6000, eval_len=54000, epoch=3, train_accuracy=0.5888333333333333, eval_accuracy=0.5640555555555555
split=0.8, train_len=48000, eval_len=12000, epoch=0, train_accuracy=0.5003333333333333, eval_accuracy=0.594
split=0.8, train_len=48000, eval_len=12000, epoch=1, train_accuracy=0.5810625, eval_accuracy=0.5955833333333334
split=0.8, train_len=48000, eval_len=12000, epoch=2, train_accuracy=0.5825416666666666, eval_accuracy=0.5938333333333333
split=0.8, train_len=48000, eval_len=12000, epoch=3, train_accuracy=0.5840208333333333, eval_accuracy=0.5925
split=0.1, train_len=6000, eval_len=54000, epoch=0, train_accuracy=0.14966666666666667, eval_accuracy=0.3057962962962963
split=0.1, train_len=6000, eval_len=54000, epoch=1, train_accuracy=0.419, eval_accuracy=0.5146296296296297
split=0.1, train_len=6000, eval_len=54000, epoch=2, train_accuracy=0.5485, eval_accuracy=0.5374444444444444
split=0.1, train_len=6000, eval_len=54000, epoch=3, train_accuracy=0.57, eval_accuracy=0.5503703703703704
split=0.8, train_len=48000, eval_len=12000, epoch=0, train_accuracy=0.500375, eval_accuracy=0.5894166666666667
split=0.8, train_len=48000, eval_len=12000, epoch=1, train_accuracy=0.5803958333333333, eval_accuracy=0.5943333333333334
split=0.8, train_len=48000, eval_len=12000, epoch=2, train_accuracy=0.5837083333333334, eval_accuracy=0.5943333333333334
split=0.8, train_len=48000, eval_len=12000, epoch=3, train_accuracy=0.5856666666666667, eval_accuracy=0.5920833333333333
