split=0.9, train_len=54000, eval_len=6000, epoch=3, train_accuracy=0.9997222222222222, eval_accuracy=0.9836666666666667
split=0.1, train_len=6000, eval_len=54000, epoch=0, train_accuracy=0.8948333333333334, eval_accuracy=0.9378148148148148
split=0.1, train_len=6000, eval_len=54000, epoch=1, train_accuracy=0.9875, eval_accuracy=0.9457037037037037
split=0.1, train_len=6000, eval_len=54000, epoch=2, train_accuracy=0.998, eval_accuracy=0.9483333333333334
split=0.1, train_len=6000, eval_len=54000, epoch=3, train_accuracy=0.9996666666666667, eval_accuracy=0.9481296296296297
split=0.2, train_len=12000, eval_len=48000, epoch=0, train_accuracy=0.9226666666666666, eval_accuracy=0.9538333333333333
split=0.2, train_len=12000, eval_len=48000, epoch=1, train_accuracy=0.9900833333333333, eval_accuracy=0.958625
split=0.2, train_len=12000, eval_len=48000, epoch=2, train_accuracy=0.9988333333333334, eval_accuracy=0.9594166666666667
split=0.2, train_len=12000, eval_len=48000, epoch=3, train_accuracy=0.9995833333333334, eval_accuracy=0.960125
split=0.5, train_len=30000, eval_len=30000, epoch=0, train_accuracy=0.9454333333333333, eval_accuracy=0.9681
split=0.5, train_len=30000, eval_len=30000, epoch=1, train_accuracy=0.9922333333333333, eval_accuracy=0.9699666666666666
split=0.5, train_len=30000, eval_len=30000, epoch=2, train_accuracy=0.9989, eval_accuracy=0.9712666666666666
split=0.5, train_len=30000, eval_len=30000, epoch=3, train_accuracy=0.9998666666666667, eval_accuracy=0.9713666666666667
split=0.8, train_len=48000, eval_len=12000, epoch=0, train_accuracy=0.9543333333333334, eval_accuracy=0.9746666666666667
split=0.8, train_len=48000, eval_len=12000, epoch=1, train_accuracy=0.9923333333333333, eval_accuracy=0.9760833333333333
split=0.8, train_len=48000, eval_len=12000, epoch=2, train_accuracy=0.9987291666666667, eval_accuracy=0.9774166666666667
split=0.8, train_len=48000, eval_len=12000, epoch=3, train_accuracy=0.9998125, eval_accuracy=0.9771666666666666
split=0.9, train_len=54000, eval_len=6000, epoch=0, train_accuracy=0.9566666666666667, eval_accuracy=0.9795
split=0.9, train_len=54000, eval_len=6000, epoch=1, train_accuracy=0.9919259259259259, eval_accuracy=0.98
split=0.9, train_len=54000, eval_len=6000, epoch=2, train_accuracy=0.9987777777777778, eval_accuracy=0.9825
split=0.9, train_len=54000, eval_len=6000, epoch=3, train_accuracy=0.9996481481481482, eval_accuracy=0.983
split=20, train_len=20, eval_len=59980, epoch=0, train_accuracy=0.15, eval_accuracy=0.33664554851617207
split=20, train_len=20, eval_len=59980, epoch=1, train_accuracy=1.0, eval_accuracy=0.41257085695231743
split=20, train_len=20, eval_len=59980, epoch=2, train_accuracy=1.0, eval_accuracy=0.43306102034011335
split=20, train_len=20, eval_len=59980, epoch=3, train_accuracy=1.0, eval_accuracy=0.44056352117372455
split=1000, train_len=1000, eval_len=59000, epoch=0, train_accuracy=0.734, eval_accuracy=0.8495762711864406
split=1000, train_len=1000, eval_len=59000, epoch=1, train_accuracy=0.983, eval_accuracy=0.8773898305084745
split=1000, train_len=1000, eval_len=59000, epoch=2, train_accuracy=0.997, eval_accuracy=0.8874745762711864
split=1000, train_len=1000, eval_len=59000, epoch=3, train_accuracy=1.0, eval_accuracy=0.8913220338983051
split=100, train_len=100, eval_len=59900, epoch=0, train_accuracy=0.34, eval_accuracy=0.5975792988313856
split=100, train_len=100, eval_len=59900, epoch=1, train_accuracy=1.0, eval_accuracy=0.6219031719532554
split=100, train_len=100, eval_len=59900, epoch=2, train_accuracy=1.0, eval_accuracy=0.6275792988313856
split=100, train_len=100, eval_len=59900, epoch=3, train_accuracy=1.0, eval_accuracy=0.6310684474123539
