split=0.9, train_len=54000, eval_len=6000, epoch=3, train_accuracy=0.43642592592592594, eval_accuracy=0.4553333333333333
split=0.1, train_len=6000, eval_len=54000, epoch=0, train_accuracy=0.3338333333333333, eval_accuracy=0.3825925925925926
split=0.1, train_len=6000, eval_len=54000, epoch=1, train_accuracy=0.4181666666666667, eval_accuracy=0.389537037037037
split=0.1, train_len=6000, eval_len=54000, epoch=2, train_accuracy=0.4216666666666667, eval_accuracy=0.39125925925925925
split=0.1, train_len=6000, eval_len=54000, epoch=3, train_accuracy=0.4206666666666667, eval_accuracy=0.3816111111111111
split=0.2, train_len=12000, eval_len=48000, epoch=0, train_accuracy=0.3453333333333333, eval_accuracy=0.37295833333333334
split=0.2, train_len=12000, eval_len=48000, epoch=1, train_accuracy=0.40258333333333335, eval_accuracy=0.3875416666666667
split=0.2, train_len=12000, eval_len=48000, epoch=2, train_accuracy=0.41608333333333336, eval_accuracy=0.3900208333333333
split=0.2, train_len=12000, eval_len=48000, epoch=3, train_accuracy=0.43733333333333335, eval_accuracy=0.4115625
split=0.5, train_len=30000, eval_len=30000, epoch=0, train_accuracy=0.3672666666666667, eval_accuracy=0.3932
split=0.5, train_len=30000, eval_len=30000, epoch=1, train_accuracy=0.40826666666666667, eval_accuracy=0.415
split=0.5, train_len=30000, eval_len=30000, epoch=2, train_accuracy=0.4294, eval_accuracy=0.4240333333333333
split=0.5, train_len=30000, eval_len=30000, epoch=3, train_accuracy=0.4365, eval_accuracy=0.4293
split=0.8, train_len=48000, eval_len=12000, epoch=0, train_accuracy=0.3741875, eval_accuracy=0.40591666666666665
split=0.8, train_len=48000, eval_len=12000, epoch=1, train_accuracy=0.42085416666666664, eval_accuracy=0.43291666666666667
split=0.8, train_len=48000, eval_len=12000, epoch=2, train_accuracy=0.4327916666666667, eval_accuracy=0.4389166666666667
split=0.8, train_len=48000, eval_len=12000, epoch=3, train_accuracy=0.43747916666666664, eval_accuracy=0.43925
split=0.9, train_len=54000, eval_len=6000, epoch=0, train_accuracy=0.38024074074074077, eval_accuracy=0.42283333333333334
split=0.9, train_len=54000, eval_len=6000, epoch=1, train_accuracy=0.423962962962963, eval_accuracy=0.44716666666666666
split=0.9, train_len=54000, eval_len=6000, epoch=2, train_accuracy=0.43337037037037035, eval_accuracy=0.4513333333333333
split=0.9, train_len=54000, eval_len=6000, epoch=3, train_accuracy=0.43666666666666665, eval_accuracy=0.4528333333333333
split=20, train_len=20, eval_len=59980, epoch=0, train_accuracy=0.0, eval_accuracy=0.11300433477825941
split=20, train_len=20, eval_len=59980, epoch=1, train_accuracy=0.15, eval_accuracy=0.10620206735578526
split=20, train_len=20, eval_len=59980, epoch=2, train_accuracy=0.3, eval_accuracy=0.10980326775591864
split=20, train_len=20, eval_len=59980, epoch=3, train_accuracy=0.3, eval_accuracy=0.11617205735245081
split=100, train_len=100, eval_len=59900, epoch=0, train_accuracy=0.07, eval_accuracy=0.11836393989983306
split=100, train_len=100, eval_len=59900, epoch=1, train_accuracy=0.23, eval_accuracy=0.14729549248747914
split=100, train_len=100, eval_len=59900, epoch=2, train_accuracy=0.36, eval_accuracy=0.16772954924874792
split=100, train_len=100, eval_len=59900, epoch=3, train_accuracy=0.46, eval_accuracy=0.18480801335559266
split=1000, train_len=1000, eval_len=59000, epoch=0, train_accuracy=0.175, eval_accuracy=0.24452542372881356
split=1000, train_len=1000, eval_len=59000, epoch=1, train_accuracy=0.363, eval_accuracy=0.30291525423728816
split=1000, train_len=1000, eval_len=59000, epoch=2, train_accuracy=0.432, eval_accuracy=0.31533898305084745
split=1000, train_len=1000, eval_len=59000, epoch=3, train_accuracy=0.443, eval_accuracy=0.32584745762711864
