split=0.9, train_len=54000, eval_len=6000, epoch=3, train_accuracy=0.9998148148148148, eval_accuracy=0.9856666666666667
split=0.1, train_len=6000, eval_len=54000, epoch=0, train_accuracy=0.9016666666666666, eval_accuracy=0.9424259259259259
split=0.1, train_len=6000, eval_len=54000, epoch=1, train_accuracy=0.987, eval_accuracy=0.9515555555555556
split=0.1, train_len=6000, eval_len=54000, epoch=2, train_accuracy=0.9973333333333333, eval_accuracy=0.9541111111111111
split=0.1, train_len=6000, eval_len=54000, epoch=3, train_accuracy=0.9996666666666667, eval_accuracy=0.9548333333333333
split=0.2, train_len=12000, eval_len=48000, epoch=0, train_accuracy=0.9239166666666667, eval_accuracy=0.9580416666666667
split=0.2, train_len=12000, eval_len=48000, epoch=1, train_accuracy=0.9899166666666667, eval_accuracy=0.9631666666666666
split=0.2, train_len=12000, eval_len=48000, epoch=2, train_accuracy=0.9981666666666666, eval_accuracy=0.9639791666666667
split=0.2, train_len=12000, eval_len=48000, epoch=3, train_accuracy=0.9996666666666667, eval_accuracy=0.9654375
split=0.5, train_len=30000, eval_len=30000, epoch=0, train_accuracy=0.9516666666666667, eval_accuracy=0.9712666666666666
split=0.5, train_len=30000, eval_len=30000, epoch=1, train_accuracy=0.9930666666666667, eval_accuracy=0.9737333333333333
split=0.5, train_len=30000, eval_len=30000, epoch=2, train_accuracy=0.9992, eval_accuracy=0.9745
split=0.5, train_len=30000, eval_len=30000, epoch=3, train_accuracy=0.9998333333333334, eval_accuracy=0.9744333333333334
split=0.8, train_len=48000, eval_len=12000, epoch=0, train_accuracy=0.9577708333333333, eval_accuracy=0.97825
split=0.8, train_len=48000, eval_len=12000, epoch=1, train_accuracy=0.9934375, eval_accuracy=0.9790833333333333
split=0.8, train_len=48000, eval_len=12000, epoch=2, train_accuracy=0.998875, eval_accuracy=0.979
split=0.8, train_len=48000, eval_len=12000, epoch=3, train_accuracy=0.9997916666666666, eval_accuracy=0.9799166666666667
split=0.9, train_len=54000, eval_len=6000, epoch=0, train_accuracy=0.9595925925925926, eval_accuracy=0.9831666666666666
split=0.9, train_len=54000, eval_len=6000, epoch=1, train_accuracy=0.9936111111111111, eval_accuracy=0.9836666666666667
split=0.9, train_len=54000, eval_len=6000, epoch=2, train_accuracy=0.9988703703703704, eval_accuracy=0.9841666666666666
split=0.9, train_len=54000, eval_len=6000, epoch=3, train_accuracy=0.9997777777777778, eval_accuracy=0.9848333333333333
split=20, train_len=20, eval_len=59980, epoch=0, train_accuracy=0.05, eval_accuracy=0.2909969989996666
split=20, train_len=20, eval_len=59980, epoch=1, train_accuracy=1.0, eval_accuracy=0.3863621207069023
split=20, train_len=20, eval_len=59980, epoch=2, train_accuracy=1.0, eval_accuracy=0.4179226408802934
split=20, train_len=20, eval_len=59980, epoch=3, train_accuracy=1.0, eval_accuracy=0.4298266088696232
split=100, train_len=100, eval_len=59900, epoch=0, train_accuracy=0.23, eval_accuracy=0.5688647746243739
split=100, train_len=100, eval_len=59900, epoch=1, train_accuracy=0.99, eval_accuracy=0.6254424040066778
split=100, train_len=100, eval_len=59900, epoch=2, train_accuracy=1.0, eval_accuracy=0.6387979966611018
split=100, train_len=100, eval_len=59900, epoch=3, train_accuracy=1.0, eval_accuracy=0.6480968280467446
split=1000, train_len=1000, eval_len=59000, epoch=0, train_accuracy=0.75, eval_accuracy=0.864271186440678
split=1000, train_len=1000, eval_len=59000, epoch=1, train_accuracy=0.979, eval_accuracy=0.888542372881356
split=1000, train_len=1000, eval_len=59000, epoch=2, train_accuracy=0.995, eval_accuracy=0.8970508474576271
split=1000, train_len=1000, eval_len=59000, epoch=3, train_accuracy=0.999, eval_accuracy=0.9015084745762711
