split=0.9, train_len=54000, eval_len=6000, epoch=3, train_accuracy=0.9417222222222222, eval_accuracy=0.9118333333333334
split=0.1, train_len=6000, eval_len=54000, epoch=0, train_accuracy=0.7093333333333334, eval_accuracy=0.7656666666666667
split=0.1, train_len=6000, eval_len=54000, epoch=1, train_accuracy=0.8676666666666667, eval_accuracy=0.7952592592592592
split=0.1, train_len=6000, eval_len=54000, epoch=2, train_accuracy=0.9088333333333334, eval_accuracy=0.8095185185185185
split=0.1, train_len=6000, eval_len=54000, epoch=3, train_accuracy=0.939, eval_accuracy=0.8175370370370371
split=0.2, train_len=12000, eval_len=48000, epoch=0, train_accuracy=0.7569166666666667, eval_accuracy=0.8017916666666667
split=0.2, train_len=12000, eval_len=48000, epoch=1, train_accuracy=0.8786666666666667, eval_accuracy=0.8294583333333333
split=0.2, train_len=12000, eval_len=48000, epoch=2, train_accuracy=0.9181666666666667, eval_accuracy=0.8423125
split=0.2, train_len=12000, eval_len=48000, epoch=3, train_accuracy=0.94225, eval_accuracy=0.8487708333333334
split=0.5, train_len=30000, eval_len=30000, epoch=0, train_accuracy=0.8026, eval_accuracy=0.8539333333333333
split=0.5, train_len=30000, eval_len=30000, epoch=1, train_accuracy=0.8943666666666666, eval_accuracy=0.8725
split=0.5, train_len=30000, eval_len=30000, epoch=2, train_accuracy=0.9242666666666667, eval_accuracy=0.8803
split=0.5, train_len=30000, eval_len=30000, epoch=3, train_accuracy=0.9434, eval_accuracy=0.883
split=0.8, train_len=48000, eval_len=12000, epoch=0, train_accuracy=0.823, eval_accuracy=0.8796666666666667
split=0.8, train_len=48000, eval_len=12000, epoch=1, train_accuracy=0.8999791666666667, eval_accuracy=0.8925833333333333
split=0.8, train_len=48000, eval_len=12000, epoch=2, train_accuracy=0.9245833333333333, eval_accuracy=0.9004166666666666
split=0.8, train_len=48000, eval_len=12000, epoch=3, train_accuracy=0.9418125, eval_accuracy=0.90075
split=0.9, train_len=54000, eval_len=6000, epoch=0, train_accuracy=0.8283888888888888, eval_accuracy=0.8925
split=0.9, train_len=54000, eval_len=6000, epoch=1, train_accuracy=0.9024444444444445, eval_accuracy=0.9068333333333334
split=0.9, train_len=54000, eval_len=6000, epoch=2, train_accuracy=0.9266296296296296, eval_accuracy=0.9115
split=0.9, train_len=54000, eval_len=6000, epoch=3, train_accuracy=0.9416666666666667, eval_accuracy=0.9146666666666666
split=20, train_len=20, eval_len=59980, epoch=0, train_accuracy=0.15, eval_accuracy=0.13804601533844615
split=20, train_len=20, eval_len=59980, epoch=1, train_accuracy=0.95, eval_accuracy=0.18066022007335777
split=20, train_len=20, eval_len=59980, epoch=2, train_accuracy=1.0, eval_accuracy=0.20881960653551185
split=20, train_len=20, eval_len=59980, epoch=3, train_accuracy=1.0, eval_accuracy=0.22899299766588863
split=100, train_len=100, eval_len=59900, epoch=0, train_accuracy=0.12, eval_accuracy=0.31707846410684476
split=100, train_len=100, eval_len=59900, epoch=1, train_accuracy=0.99, eval_accuracy=0.42836393989983307
split=100, train_len=100, eval_len=59900, epoch=2, train_accuracy=1.0, eval_accuracy=0.4660434056761269
split=100, train_len=100, eval_len=59900, epoch=3, train_accuracy=1.0, eval_accuracy=0.4800500834724541
split=1000, train_len=1000, eval_len=59000, epoch=0, train_accuracy=0.502, eval_accuracy=0.6547796610169492
split=1000, train_len=1000, eval_len=59000, epoch=1, train_accuracy=0.921, eval_accuracy=0.6783559322033899
split=1000, train_len=1000, eval_len=59000, epoch=2, train_accuracy=0.96, eval_accuracy=0.6830338983050848
split=1000, train_len=1000, eval_len=59000, epoch=3, train_accuracy=0.967, eval_accuracy=0.6863728813559322
