split=0.9, train_len=54000, eval_len=6000, epoch=3, train_accuracy=0.9998518518518519, eval_accuracy=0.9848333333333333
split=0.1, train_len=6000, eval_len=54000, epoch=0, train_accuracy=0.8973333333333333, eval_accuracy=0.9391111111111111
split=0.1, train_len=6000, eval_len=54000, epoch=1, train_accuracy=0.9866666666666667, eval_accuracy=0.9470185185185185
split=0.1, train_len=6000, eval_len=54000, epoch=2, train_accuracy=0.9981666666666666, eval_accuracy=0.9485
split=0.1, train_len=6000, eval_len=54000, epoch=3, train_accuracy=0.9998333333333334, eval_accuracy=0.9495740740740741
split=0.2, train_len=12000, eval_len=48000, epoch=0, train_accuracy=0.92325, eval_accuracy=0.9557291666666666
split=0.2, train_len=12000, eval_len=48000, epoch=1, train_accuracy=0.98925, eval_accuracy=0.9590833333333333
split=0.2, train_len=12000, eval_len=48000, epoch=2, train_accuracy=0.9986666666666667, eval_accuracy=0.96125
split=0.2, train_len=12000, eval_len=48000, epoch=3, train_accuracy=0.99975, eval_accuracy=0.9616041666666667
split=0.5, train_len=30000, eval_len=30000, epoch=0, train_accuracy=0.9472, eval_accuracy=0.9694666666666667
split=0.5, train_len=30000, eval_len=30000, epoch=1, train_accuracy=0.9917, eval_accuracy=0.9713
split=0.5, train_len=30000, eval_len=30000, epoch=2, train_accuracy=0.9990666666666667, eval_accuracy=0.9714
split=0.5, train_len=30000, eval_len=30000, epoch=3, train_accuracy=0.9998666666666667, eval_accuracy=0.9721666666666666
split=0.8, train_len=48000, eval_len=12000, epoch=0, train_accuracy=0.9548541666666667, eval_accuracy=0.9748333333333333
split=0.8, train_len=48000, eval_len=12000, epoch=1, train_accuracy=0.9924791666666667, eval_accuracy=0.9768333333333333
split=0.8, train_len=48000, eval_len=12000, epoch=2, train_accuracy=0.9987708333333334, eval_accuracy=0.9770833333333333
split=0.8, train_len=48000, eval_len=12000, epoch=3, train_accuracy=0.9998125, eval_accuracy=0.9773333333333334
split=0.9, train_len=54000, eval_len=6000, epoch=0, train_accuracy=0.9575555555555556, eval_accuracy=0.982
split=0.9, train_len=54000, eval_len=6000, epoch=1, train_accuracy=0.9922962962962963, eval_accuracy=0.9828333333333333
split=0.9, train_len=54000, eval_len=6000, epoch=2, train_accuracy=0.9987407407407407, eval_accuracy=0.9836666666666667
split=0.9, train_len=54000, eval_len=6000, epoch=3, train_accuracy=0.9999074074074074, eval_accuracy=0.9836666666666667
split=20, train_len=20, eval_len=59980, epoch=0, train_accuracy=0.1, eval_accuracy=0.3126542180726909
split=20, train_len=20, eval_len=59980, epoch=1, train_accuracy=1.0, eval_accuracy=0.4043347782594198
split=20, train_len=20, eval_len=59980, epoch=2, train_accuracy=1.0, eval_accuracy=0.43354451483827944
split=20, train_len=20, eval_len=59980, epoch=3, train_accuracy=1.0, eval_accuracy=0.44503167722574194
split=100, train_len=100, eval_len=59900, epoch=0, train_accuracy=0.27, eval_accuracy=0.6018030050083473
split=100, train_len=100, eval_len=59900, epoch=1, train_accuracy=1.0, eval_accuracy=0.6352086811352253
split=100, train_len=100, eval_len=59900, epoch=2, train_accuracy=1.0, eval_accuracy=0.6402337228714524
split=100, train_len=100, eval_len=59900, epoch=3, train_accuracy=1.0, eval_accuracy=0.6421035058430717
split=1000, train_len=1000, eval_len=59000, epoch=0, train_accuracy=0.753, eval_accuracy=0.850864406779661
split=1000, train_len=1000, eval_len=59000, epoch=1, train_accuracy=0.978, eval_accuracy=0.8792881355932204
split=1000, train_len=1000, eval_len=59000, epoch=2, train_accuracy=0.997, eval_accuracy=0.8868135593220339
split=1000, train_len=1000, eval_len=59000, epoch=3, train_accuracy=1.0, eval_accuracy=0.8902881355932203
